time,location,Y,carts,payment,purchase
2024-08-15,sonora,1596,57,30,3
2024-08-16,tlaxcala,251,6,9,2
2024-08-16,michoacán,1407,54,37,5
2024-08-16,yucatán,1439,56,57,7
2024-08-16,guerrero,645,19,19,0
2024-08-16,tamaulipas,1079,36,24,1
2024-08-16,san luis potosí,589,25,22,6
2024-08-16,sinaloa,1423,52,41,7
2024-08-16,zacatecas,376,14,14,0
2024-08-16,morelos,944,38,30,6
2024-08-16,coahuila,1549,333,323,5
2024-08-16,jalisco,5814,230,166,30
2024-08-16,aguascalientes,453,19,9,0
2024-08-16,nuevo león,4947,190,161,19
2024-08-16,chihuahua,1367,45,33,4
2024-08-16,quintana roo,1719,77,56,11
2024-08-16,méxico,7164,288,272,43
2024-08-16,puebla,1674,53,51,1
2024-08-16,hidalgo,653,22,24,0
2024-08-16,querétaro,1368,45,31,1
2024-08-16,oaxaca,334,7,5,1
2024-08-16,nayarit,272,13,13,0
2024-08-16,durango,326,13,11,0
2024-08-16,colima,287,15,14,2
2024-08-16,baja california,1520,53,30,4
2024-08-16,mexico city,15453,871,814,72
2024-08-16,chiapas,586,32,22,0
2024-08-16,guanajuato,2031,86,72,13
2024-08-16,veracruz,2085,79,49,7
2024-08-16,campeche,400,17,15,2
2024-08-16,tabasco,1145,34,35,4
2024-08-16,baja california sur,338,14,9,1
2024-08-16,sonora,1511,56,37,7
2024-08-17,tlaxcala,244,11,5,1
2024-08-17,michoacán,1326,46,24,5
2024-08-17,yucatán,1250,48,34,2
2024-08-17,guerrero,610,22,18,1
2024-08-17,tamaulipas,1056,49,41,4
2024-08-17,san luis potosí,554,24,16,1
2024-08-17,sinaloa,1166,37,30,1
2024-08-17,zacatecas,346,18,12,0
2024-08-17,morelos,885,25,23,4
2024-08-17,coahuila,1474,315,302,7
2024-08-17,jalisco,5622,213,156,16
2024-08-17,aguascalientes,503,24,17,1
2024-08-17,nuevo león,4694,156,138,17
2024-08-17,chihuahua,1308,57,24,2
2024-08-17,quintana roo,1588,77,63,6
2024-08-17,méxico,7036,285,224,27
2024-08-17,puebla,1664,57,39,1
2024-08-17,hidalgo,594,25,33,4
2024-08-17,querétaro,1380,52,27,1
2024-08-17,oaxaca,303,11,6,2
2024-08-17,nayarit,258,10,11,1
2024-08-17,durango,319,17,9,1
2024-08-17,colima,260,2,3,0
2024-08-17,baja california,1345,45,27,3
2024-08-17,mexico city,14369,788,717,62
2024-08-17,chiapas,559,21,16,0
2024-08-17,guanajuato,1776,45,38,6
2024-08-17,veracruz,1901,82,52,4
2024-08-17,campeche,398,18,15,3
2024-08-17,tabasco,971,33,34,3
2024-08-17,baja california sur,300,16,11,1
2024-08-17,sonora,1395,57,39,7
2024-08-18,tlaxcala,266,13,14,2
2024-08-18,michoacán,1428,45,24,3
2024-08-18,yucatán,1325,61,52,10
2024-08-18,guerrero,607,27,26,2
2024-08-18,tamaulipas,1035,41,26,2
2024-08-18,san luis potosí,585,14,20,3
2024-08-18,sinaloa,1255,43,31,2
2024-08-18,zacatecas,372,12,10,1
2024-08-18,morelos,980,42,40,3
2024-08-18,coahuila,1394,194,189,4
2024-08-18,jalisco,6120,283,181,30
2024-08-18,aguascalientes,583,27,13,5
2024-08-18,nuevo león,5102,163,135,15
2024-08-18,chihuahua,1424,53,18,2
2024-08-18,quintana roo,1632,71,51,7
2024-08-18,méxico,7075,273,256,32
2024-08-18,puebla,1774,60,48,8
2024-08-18,hidalgo,618,25,22,5
2024-08-18,querétaro,1493,64,40,4
2024-08-18,oaxaca,301,7,11,0
2024-08-18,nayarit,243,10,8,1
2024-08-18,durango,333,22,14,1
2024-08-18,colima,301,16,5,0
2024-08-18,baja california,1450,47,29,2
2024-08-18,mexico city,14993,803,691,54
2024-08-18,chiapas,556,22,16,2
2024-08-18,guanajuato,2016,69,48,3
2024-08-18,veracruz,1999,70,53,7
2024-08-18,campeche,390,18,13,2
2024-08-18,tabasco,1064,34,37,2
2024-08-18,baja california sur,271,10,7,2
2024-08-18,sonora,1383,52,39,4
2024-08-19,tlaxcala,245,9,10,1
2024-08-19,michoacán,1409,54,46,5
2024-08-19,yucatán,1517,65,58,9
2024-08-19,guerrero,569,23,19,4
2024-08-19,tamaulipas,1104,29,23,4
2024-08-19,san luis potosí,531,12,10,1
2024-08-19,sinaloa,1293,47,37,0
2024-08-19,zacatecas,404,10,13,2
2024-08-19,morelos,961,37,34,5
2024-08-19,coahuila,1500,235,226,4
2024-08-19,jalisco,6075,268,189,27
2024-08-19,aguascalientes,572,30,27,3
2024-08-19,nuevo león,5175,189,134,32
2024-08-19,chihuahua,1379,55,42,5
2024-08-19,quintana roo,1649,76,54,13
2024-08-19,méxico,6865,271,242,40
2024-08-19,puebla,1706,55,45,7
2024-08-19,hidalgo,628,28,33,8
2024-08-19,querétaro,1485,70,39,7
2024-08-19,oaxaca,335,7,10,2
2024-08-19,nayarit,260,11,11,2
2024-08-19,durango,319,15,12,1
2024-08-19,colima,269,15,7,1
2024-08-19,baja california,1476,60,38,5
2024-08-19,mexico city,15055,841,762,82
2024-08-19,chiapas,510,16,16,3
2024-08-19,guanajuato,2054,83,63,13
2024-08-19,veracruz,1911,73,61,10
2024-08-19,campeche,398,14,13,2
2024-08-19,tabasco,1014,36,27,2
2024-08-19,baja california sur,305,14,5,0
2024-08-19,sonora,1387,48,30,2
2024-08-20,tlaxcala,244,7,7,0
2024-08-20,michoacán,1371,68,45,3
2024-08-20,yucatán,1466,54,52,10
2024-08-20,guerrero,627,22,17,2
2024-08-20,tamaulipas,1117,40,30,4
2024-08-20,san luis potosí,627,21,16,0
2024-08-20,sinaloa,1368,55,43,3
2024-08-20,zacatecas,390,23,16,3
2024-08-20,morelos,949,26,21,1
2024-08-20,coahuila,1534,309,298,5
2024-08-20,jalisco,6061,274,173,24
2024-08-20,aguascalientes,514,15,11,5
2024-08-20,nuevo león,5102,204,147,20
2024-08-20,chihuahua,1416,40,26,4
2024-08-20,quintana roo,1624,68,55,2
2024-08-20,méxico,6979,280,233,30
2024-08-20,puebla,1747,66,44,7
2024-08-20,hidalgo,630,25,35,4
2024-08-20,querétaro,1579,61,49,2
2024-08-20,oaxaca,307,13,10,0
2024-08-20,nayarit,238,13,6,0
2024-08-20,durango,327,16,14,0
2024-08-20,colima,304,14,5,0
2024-08-20,baja california,1519,52,23,3
2024-08-20,mexico city,15349,837,773,68
2024-08-20,chiapas,637,21,15,3
2024-08-20,guanajuato,2092,84,61,8
2024-08-20,veracruz,2094,73,62,1
2024-08-20,campeche,387,25,21,1
2024-08-20,tabasco,1095,44,29,6
2024-08-20,baja california sur,301,7,5,0
2024-08-20,sonora,1376,65,44,3
2024-08-21,tlaxcala,293,15,16,2
2024-08-21,michoacán,1476,56,45,12
2024-08-21,yucatán,1606,59,51,11
2024-08-21,guerrero,601,9,11,0
2024-08-21,tamaulipas,1103,47,28,1
2024-08-21,san luis potosí,639,26,16,1
2024-08-21,sinaloa,1433,53,40,3
2024-08-21,zacatecas,465,15,13,0
2024-08-21,morelos,963,47,41,6
2024-08-21,coahuila,1618,293,273,3
2024-08-21,jalisco,6415,268,198,30
2024-08-21,aguascalientes,585,23,21,2
2024-08-21,nuevo león,5402,240,173,17
2024-08-21,chihuahua,1492,45,36,4
2024-08-21,quintana roo,1792,61,56,5
2024-08-21,méxico,7196,259,230,36
2024-08-21,puebla,1935,64,43,8
2024-08-21,hidalgo,645,21,28,5
2024-08-21,querétaro,1659,62,41,3
2024-08-21,oaxaca,326,9,5,1
2024-08-21,nayarit,297,6,7,0
2024-08-21,durango,319,11,7,1
2024-08-21,colima,295,18,13,2
2024-08-21,baja california,1677,71,47,6
2024-08-21,mexico city,16305,857,837,58
2024-08-21,chiapas,636,36,30,1
2024-08-21,guanajuato,2028,75,60,8
2024-08-21,veracruz,2064,73,64,7
2024-08-21,campeche,400,14,19,3
2024-08-21,tabasco,1087,42,35,1
2024-08-21,baja california sur,314,13,8,1
2024-08-21,sonora,1493,71,47,4
2024-08-22,tlaxcala,295,12,9,1
2024-08-22,michoacán,1591,65,42,8
2024-08-22,yucatán,1512,70,68,5
2024-08-22,guerrero,623,16,15,1
2024-08-22,tamaulipas,1163,45,27,5
2024-08-22,san luis potosí,637,23,16,3
2024-08-22,sinaloa,1420,53,38,8
2024-08-22,zacatecas,421,11,8,2
2024-08-22,morelos,943,23,26,3
2024-08-22,coahuila,1506,234,225,2
2024-08-22,jalisco,6289,249,181,22
2024-08-22,aguascalientes,578,26,19,6
2024-08-22,nuevo león,5577,196,161,19
2024-08-22,chihuahua,1387,38,26,3
2024-08-22,quintana roo,1777,61,66,9
2024-08-22,méxico,7149,262,233,23
2024-08-22,puebla,1870,81,65,5
2024-08-22,hidalgo,692,27,22,2
2024-08-22,querétaro,1568,59,36,8
2024-08-22,oaxaca,347,16,6,1
2024-08-22,nayarit,289,12,6,0
2024-08-22,durango,355,10,11,1
2024-08-22,colima,301,16,7,0
2024-08-22,baja california,1603,57,34,2
2024-08-22,mexico city,15791,832,755,59
2024-08-22,chiapas,626,25,19,0
2024-08-22,guanajuato,2189,72,62,5
2024-08-22,veracruz,2000,68,49,12
2024-08-22,campeche,402,16,13,1
2024-08-22,tabasco,1170,42,35,1
2024-08-22,baja california sur,302,15,7,1
2024-08-22,sonora,1582,70,43,4
2024-08-23,tlaxcala,277,10,8,1
2024-08-23,michoacán,1572,52,33,1
2024-08-23,yucatán,1588,65,52,6
2024-08-23,guerrero,708,17,12,1
2024-08-23,tamaulipas,1287,50,26,2
2024-08-23,san luis potosí,616,24,17,1
2024-08-23,sinaloa,1647,45,20,3
2024-08-23,zacatecas,460,14,6,1
2024-08-23,morelos,1112,20,19,4
2024-08-23,coahuila,1669,244,233,3
2024-08-23,jalisco,6524,215,180,34
2024-08-23,aguascalientes,578,23,22,2
2024-08-23,nuevo león,6250,211,148,14
2024-08-23,chihuahua,1521,52,33,2
2024-08-23,quintana roo,2073,70,68,8
2024-08-23,méxico,7987,270,212,28
2024-08-23,puebla,2178,46,45,3
2024-08-23,hidalgo,725,20,18,3
2024-08-23,querétaro,1662,52,37,6
2024-08-23,oaxaca,362,12,4,1
2024-08-23,nayarit,284,5,2,0
2024-08-23,durango,344,9,7,2
2024-08-23,colima,324,19,11,1
2024-08-23,baja california,1738,56,33,2
2024-08-23,mexico city,17544,839,723,69
2024-08-23,chiapas,641,24,18,1
2024-08-23,guanajuato,2435,69,41,7
2024-08-23,veracruz,2202,73,62,5
2024-08-23,campeche,502,11,8,3
2024-08-23,tabasco,1211,43,29,4
2024-08-23,baja california sur,346,11,8,1
2024-08-23,sonora,1641,59,25,3
2024-08-24,tlaxcala,280,7,4,2
2024-08-24,michoacán,1289,43,27,3
2024-08-24,yucatán,1461,48,43,6
2024-08-24,guerrero,604,15,7,1
2024-08-24,tamaulipas,1089,37,34,2
2024-08-24,san luis potosí,589,24,18,1
2024-08-24,sinaloa,1403,49,29,4
2024-08-24,zacatecas,373,14,7,0
2024-08-24,morelos,1030,28,24,5
2024-08-24,coahuila,1425,224,224,2
2024-08-24,jalisco,5717,213,133,16
2024-08-24,aguascalientes,504,20,15,1
2024-08-24,nuevo león,5044,185,134,17
2024-08-24,chihuahua,1393,44,26,1
2024-08-24,quintana roo,1657,68,60,6
2024-08-24,méxico,6751,217,194,30
2024-08-24,puebla,1784,57,42,3
2024-08-24,hidalgo,668,26,31,4
2024-08-24,querétaro,1554,50,33,4
2024-08-24,oaxaca,338,12,13,1
2024-08-24,nayarit,251,13,6,0
2024-08-24,durango,339,11,6,1
2024-08-24,colima,294,15,8,1
2024-08-24,baja california,1522,53,35,3
2024-08-24,mexico city,15207,734,649,54
2024-08-24,chiapas,564,18,11,1
2024-08-24,guanajuato,2150,61,47,5
2024-08-24,veracruz,2032,63,46,9
2024-08-24,campeche,440,9,10,2
2024-08-24,tabasco,1114,44,27,3
2024-08-24,baja california sur,287,11,5,0
2024-08-24,sonora,1397,45,32,3
2024-08-25,tlaxcala,286,12,8,0
2024-08-25,michoacán,1362,48,45,8
2024-08-25,yucatán,1504,40,39,6
2024-08-25,guerrero,576,20,17,2
2024-08-25,tamaulipas,1148,21,22,2
2024-08-25,san luis potosí,621,15,10,5
2024-08-25,sinaloa,1367,50,29,2
2024-08-25,zacatecas,406,10,9,1
2024-08-25,morelos,1108,44,31,3
2024-08-25,coahuila,1501,228,221,3
2024-08-25,jalisco,5919,198,126,14
2024-08-25,aguascalientes,582,18,19,1
2024-08-25,nuevo león,5290,152,103,16
2024-08-25,chihuahua,1467,50,33,4
2024-08-25,quintana roo,1718,51,34,0
2024-08-25,méxico,7228,205,176,20
2024-08-25,puebla,1771,48,32,6
2024-08-25,hidalgo,702,30,33,4
2024-08-25,querétaro,1446,38,26,8
2024-08-25,oaxaca,342,12,14,3
2024-08-25,nayarit,239,9,9,1
2024-08-25,durango,333,9,10,4
2024-08-25,colima,303,8,9,2
2024-08-25,baja california,1649,63,32,5
2024-08-25,mexico city,15160,744,664,57
2024-08-25,chiapas,538,18,11,2
2024-08-25,guanajuato,2321,85,62,7
2024-08-25,veracruz,2050,56,44,3
2024-08-25,campeche,439,16,10,3
2024-08-25,tabasco,1109,29,18,1
2024-08-25,baja california sur,315,9,9,1
2024-08-25,sonora,1433,52,36,2
2024-08-26,tlaxcala,321,17,5,0
2024-08-26,michoacán,1612,57,40,10
2024-08-26,yucatán,1849,74,56,9
2024-08-26,guerrero,711,16,8,1
2024-08-26,tamaulipas,1400,53,38,4
2024-08-26,san luis potosí,777,20,9,3
2024-08-26,sinaloa,1706,65,32,5
2024-08-26,zacatecas,459,13,10,1
2024-08-26,morelos,1153,43,31,4
2024-08-26,coahuila,1797,219,191,3
2024-08-26,jalisco,6837,269,172,15
2024-08-26,aguascalientes,669,24,23,4
2024-08-26,nuevo león,6650,253,170,31
2024-08-26,chihuahua,1589,65,31,6
2024-08-26,quintana roo,1899,67,51,4
2024-08-26,méxico,7712,318,284,33
2024-08-26,puebla,2081,73,37,3
2024-08-26,hidalgo,766,27,15,1
2024-08-26,querétaro,1802,67,34,2
2024-08-26,oaxaca,381,11,9,2
2024-08-26,nayarit,253,10,3,0
2024-08-26,durango,402,20,13,3
2024-08-26,colima,335,13,11,1
2024-08-26,baja california,1917,78,46,4
2024-08-26,mexico city,17358,854,785,72
2024-08-26,chiapas,646,27,14,2
2024-08-26,guanajuato,2710,86,78,17
2024-08-26,veracruz,2324,81,54,7
2024-08-26,campeche,477,13,7,1
2024-08-26,tabasco,1301,35,27,1
2024-08-26,baja california sur,370,15,4,0
2024-08-26,sonora,1654,63,33,7
2024-08-27,tlaxcala,435,12,12,0
2024-08-27,michoacán,1746,55,26,1
2024-08-27,yucatán,2115,81,63,5
2024-08-27,guerrero,879,27,20,3
2024-08-27,tamaulipas,1529,45,29,3
2024-08-27,san luis potosí,810,15,15,2
2024-08-27,sinaloa,1790,52,39,6
2024-08-27,zacatecas,533,23,14,2
2024-08-27,morelos,1367,53,30,1
2024-08-27,coahuila,1877,189,185,5
2024-08-27,jalisco,7532,253,181,30
2024-08-27,aguascalientes,707,24,21,4
2024-08-27,nuevo león,7265,237,170,19
2024-08-27,chihuahua,1799,56,32,3
2024-08-27,quintana roo,2177,69,56,4
2024-08-27,méxico,8694,373,292,27
2024-08-27,puebla,2402,68,36,5
2024-08-27,hidalgo,846,23,16,2
2024-08-27,querétaro,1936,66,42,8
2024-08-27,oaxaca,443,17,17,3
2024-08-27,nayarit,286,7,6,0
2024-08-27,durango,430,15,10,1
2024-08-27,colima,411,21,12,0
2024-08-27,baja california,2105,64,39,4
2024-08-27,mexico city,19042,961,743,69
2024-08-27,chiapas,804,27,17,1
2024-08-27,guanajuato,2988,86,50,8
2024-08-27,veracruz,2824,96,76,13
2024-08-27,campeche,575,20,11,0
2024-08-27,tabasco,1464,39,36,3
2024-08-27,baja california sur,454,8,5,0
2024-08-27,sonora,1675,57,41,2
2024-08-28,tlaxcala,278,9,5,0
2024-08-28,michoacán,1278,36,34,5
2024-08-28,yucatán,1560,66,55,8
2024-08-28,guerrero,581,22,16,1
2024-08-28,tamaulipas,1126,39,25,3
2024-08-28,san luis potosí,637,21,12,3
2024-08-28,sinaloa,1305,56,40,9
2024-08-28,zacatecas,385,13,7,0
2024-08-28,morelos,939,31,29,3
2024-08-28,coahuila,1380,187,182,3
2024-08-28,jalisco,6129,220,173,25
2024-08-28,aguascalientes,542,24,11,1
2024-08-28,nuevo león,5388,208,170,33
2024-08-28,chihuahua,1301,45,22,3
2024-08-28,quintana roo,1739,70,51,7
2024-08-28,méxico,6858,341,311,30
2024-08-28,puebla,1789,47,44,4
2024-08-28,hidalgo,664,25,19,1
2024-08-28,querétaro,1477,48,46,5
2024-08-28,oaxaca,357,14,12,4
2024-08-28,nayarit,218,10,9,1
2024-08-28,durango,252,6,5,0
2024-08-28,colima,260,13,6,0
2024-08-28,baja california,1613,55,33,5
2024-08-28,mexico city,15381,789,758,78
2024-08-28,chiapas,582,14,19,2
2024-08-28,guanajuato,2160,75,67,5
2024-08-28,veracruz,2059,49,51,5
2024-08-28,campeche,420,16,13,0
2024-08-28,tabasco,1165,35,32,5
2024-08-28,baja california sur,367,18,8,0
2024-08-28,sonora,1251,43,25,2
2024-08-29,tlaxcala,242,11,2,0
2024-08-29,michoacán,1174,46,22,2
2024-08-29,yucatán,1407,56,51,6
2024-08-29,guerrero,547,14,13,2
2024-08-29,tamaulipas,988,29,23,5
2024-08-29,san luis potosí,605,15,15,3
2024-08-29,sinaloa,1107,30,19,2
2024-08-29,zacatecas,356,13,11,1
2024-08-29,morelos,887,33,22,1
2024-08-29,coahuila,1276,177,172,2
2024-08-29,jalisco,5465,201,191,27
2024-08-29,aguascalientes,502,17,18,6
2024-08-29,nuevo león,4805,156,133,24
2024-08-29,chihuahua,1171,32,32,2
2024-08-29,quintana roo,1606,57,38,4
2024-08-29,méxico,6455,308,295,22
2024-08-29,puebla,1602,57,52,4
2024-08-29,hidalgo,627,23,17,1
2024-08-29,querétaro,1352,55,39,4
2024-08-29,oaxaca,341,12,8,0
2024-08-29,nayarit,213,8,4,0
2024-08-29,durango,294,8,8,0
2024-08-29,colima,222,12,7,1
2024-08-29,baja california,1293,44,25,4
2024-08-29,mexico city,13597,723,703,61
2024-08-29,chiapas,551,23,21,4
2024-08-29,guanajuato,2014,64,46,5
2024-08-29,veracruz,1811,60,45,7
2024-08-29,campeche,455,12,8,3
2024-08-29,tabasco,1026,34,22,3
2024-08-29,baja california sur,257,9,4,0
2024-08-29,sonora,1155,48,30,4
2024-08-30,tlaxcala,299,11,8,1
2024-08-30,michoacán,1354,47,44,7
2024-08-30,yucatán,1663,62,51,8
2024-08-30,guerrero,604,20,17,2
2024-08-30,tamaulipas,1212,43,24,2
2024-08-30,san luis potosí,645,26,28,3
2024-08-30,sinaloa,1426,49,36,4
2024-08-30,zacatecas,424,18,9,0
2024-08-30,morelos,1059,33,28,3
2024-08-30,coahuila,1481,196,186,3
2024-08-30,jalisco,6515,247,164,30
2024-08-30,aguascalientes,629,27,25,3
2024-08-30,nuevo león,5643,193,122,13
2024-08-30,chihuahua,1329,34,30,6
2024-08-30,quintana roo,1822,63,44,5
2024-08-30,méxico,7415,331,306,22
2024-08-30,puebla,1866,62,50,9
2024-08-30,hidalgo,698,25,20,2
2024-08-30,querétaro,1729,62,37,8
2024-08-30,oaxaca,396,14,13,2
2024-08-30,nayarit,220,7,3,0
2024-08-30,durango,305,7,6,1
2024-08-30,colima,308,15,7,0
2024-08-30,baja california,1511,51,41,5
2024-08-30,mexico city,15759,816,687,71
2024-08-30,chiapas,574,17,19,2
2024-08-30,guanajuato,2373,90,65,11
2024-08-30,veracruz,2106,60,30,2
2024-08-30,campeche,531,17,14,3
2024-08-30,tabasco,1132,28,24,3
2024-08-30,baja california sur,340,13,8,3
2024-08-30,sonora,1293,38,21,0
2024-08-31,tlaxcala,380,14,11,2
2024-08-31,michoacán,1705,52,45,9
2024-08-31,yucatán,2010,79,49,4
2024-08-31,guerrero,814,26,21,2
2024-08-31,tamaulipas,1522,51,33,7
2024-08-31,san luis potosí,792,34,18,1
2024-08-31,sinaloa,1775,68,42,4
2024-08-31,zacatecas,519,23,18,1
2024-08-31,morelos,1281,44,33,6
2024-08-31,coahuila,1871,181,176,1
2024-08-31,jalisco,8166,276,181,33
2024-08-31,aguascalientes,629,30,23,4
2024-08-31,nuevo león,7086,254,145,14
2024-08-31,chihuahua,1674,59,40,5
2024-08-31,quintana roo,2127,75,57,7
2024-08-31,méxico,8933,362,307,25
2024-08-31,puebla,2549,68,44,3
2024-08-31,hidalgo,776,31,26,5
2024-08-31,querétaro,2161,77,50,11
2024-08-31,oaxaca,464,11,9,3
2024-08-31,nayarit,333,9,7,1
2024-08-31,durango,414,15,9,1
2024-08-31,colima,403,18,4,1
2024-08-31,baja california,2003,67,29,5
2024-08-31,mexico city,19133,932,695,67
2024-08-31,chiapas,763,36,22,2
2024-08-31,guanajuato,2926,90,59,11
2024-08-31,veracruz,2673,87,58,10
2024-08-31,campeche,603,19,14,2
2024-08-31,tabasco,1367,43,31,6
2024-08-31,baja california sur,412,14,4,2
2024-08-31,sonora,1681,72,32,6
2024-09-01,tlaxcala,312,16,10,2
2024-09-01,michoacán,1500,46,33,5
2024-09-01,yucatán,1771,56,48,14
2024-09-01,guerrero,727,22,14,1
2024-09-01,tamaulipas,1526,44,33,4
2024-09-01,san luis potosí,776,22,21,2
2024-09-01,sinaloa,1631,70,35,3
2024-09-01,zacatecas,495,15,9,1
2024-09-01,morelos,1183,43,21,3
2024-09-01,coahuila,1873,201,192,8
2024-09-01,jalisco,7231,301,161,29
2024-09-01,aguascalientes,615,22,20,4
2024-09-01,nuevo león,6513,215,119,17
2024-09-01,chihuahua,1638,62,48,5
2024-09-01,quintana roo,1917,61,30,2
2024-09-01,méxico,7829,336,264,25
2024-09-01,puebla,2168,59,34,5
2024-09-01,hidalgo,779,30,19,2
2024-09-01,querétaro,1824,81,44,7
2024-09-01,oaxaca,400,11,7,0
2024-09-01,nayarit,279,13,4,0
2024-09-01,durango,436,15,12,0
2024-09-01,colima,357,12,5,1
2024-09-01,baja california,1842,54,35,4
2024-09-01,mexico city,16104,805,653,60
2024-09-01,chiapas,647,20,14,3
2024-09-01,guanajuato,2616,92,60,5
2024-09-01,veracruz,2469,86,56,8
2024-09-01,campeche,621,21,17,5
2024-09-01,tabasco,1319,51,21,4
2024-09-01,baja california sur,406,14,9,1
2024-09-01,sonora,1575,68,33,3
2024-09-02,tlaxcala,267,10,11,2
2024-09-02,michoacán,1494,47,45,5
2024-09-02,yucatán,1794,50,45,8
2024-09-02,guerrero,656,18,19,2
2024-09-02,tamaulipas,1198,33,26,7
2024-09-02,san luis potosí,665,17,10,0
2024-09-02,sinaloa,1526,51,28,7
2024-09-02,zacatecas,438,15,8,1
2024-09-02,morelos,1053,41,34,4
2024-09-02,coahuila,1591,185,171,5
2024-09-02,jalisco,6815,226,177,41
2024-09-02,aguascalientes,580,17,12,0
2024-09-02,nuevo león,5854,177,136,19
2024-09-02,chihuahua,1437,54,42,5
2024-09-02,quintana roo,1909,60,54,5
2024-09-02,méxico,7691,349,316,29
2024-09-02,puebla,2060,45,36,4
2024-09-02,hidalgo,734,28,28,0
2024-09-02,querétaro,1834,58,46,9
2024-09-02,oaxaca,381,11,5,0
2024-09-02,nayarit,241,5,5,0
2024-09-02,durango,381,12,9,1
2024-09-02,colima,319,13,7,3
2024-09-02,baja california,1749,52,25,2
2024-09-02,mexico city,17207,806,729,62
2024-09-02,chiapas,661,25,8,3
2024-09-02,guanajuato,2318,82,52,9
2024-09-02,veracruz,2265,59,50,8
2024-09-02,campeche,501,15,9,3
2024-09-02,tabasco,1238,40,32,7
2024-09-02,baja california sur,326,7,8,1
2024-09-02,sonora,1386,37,26,2
2024-09-03,tlaxcala,348,13,13,0
2024-09-03,michoacán,1425,46,24,5
2024-09-03,yucatán,1888,69,60,7
2024-09-03,guerrero,714,18,6,2
2024-09-03,tamaulipas,1304,30,26,2
2024-09-03,san luis potosí,704,22,12,3
2024-09-03,sinaloa,1603,54,26,5
2024-09-03,zacatecas,446,8,2,0
2024-09-03,morelos,1128,41,32,5
2024-09-03,coahuila,1584,185,189,7
2024-09-03,jalisco,7079,243,180,25
2024-09-03,aguascalientes,568,15,13,2
2024-09-03,nuevo león,5778,213,137,17
2024-09-03,chihuahua,1451,40,24,1
2024-09-03,quintana roo,1819,54,42,3
2024-09-03,méxico,8418,395,358,34
2024-09-03,puebla,2176,67,54,9
2024-09-03,hidalgo,838,36,30,2
2024-09-03,querétaro,1880,54,34,8
2024-09-03,oaxaca,415,15,7,0
2024-09-03,nayarit,250,5,5,1
2024-09-03,durango,341,12,10,2
2024-09-03,colima,347,13,10,0
2024-09-03,baja california,1696,60,37,4
2024-09-03,mexico city,17830,916,774,67
2024-09-03,chiapas,668,27,14,3
2024-09-03,guanajuato,2441,80,45,5
2024-09-03,veracruz,2255,70,44,8
2024-09-03,campeche,498,16,10,1
2024-09-03,tabasco,1289,51,41,7
2024-09-03,baja california sur,362,7,4,1
2024-09-03,sonora,1396,42,19,2
2024-09-04,tlaxcala,324,12,10,0
2024-09-04,michoacán,1435,51,33,6
2024-09-04,yucatán,1798,45,44,8
2024-09-04,guerrero,668,13,8,2
2024-09-04,tamaulipas,1190,27,22,5
2024-09-04,san luis potosí,686,22,14,1
2024-09-04,sinaloa,1449,50,26,2
2024-09-04,zacatecas,463,19,11,1
2024-09-04,morelos,1103,32,27,1
2024-09-04,coahuila,1521,202,181,5
2024-09-04,jalisco,6764,228,167,24
2024-09-04,aguascalientes,542,11,12,1
2024-09-04,nuevo león,5325,191,111,17
2024-09-04,chihuahua,1406,41,32,4
2024-09-04,quintana roo,1787,67,44,5
2024-09-04,méxico,7669,431,391,33
2024-09-04,puebla,2140,72,48,5
2024-09-04,hidalgo,726,22,24,7
2024-09-04,querétaro,1763,54,30,1
2024-09-04,oaxaca,407,10,8,1
2024-09-04,nayarit,241,5,2,0
2024-09-04,durango,308,9,6,0
2024-09-04,colima,371,19,18,4
2024-09-04,baja california,1530,37,20,1
2024-09-04,mexico city,16815,868,761,59
2024-09-04,chiapas,686,25,15,2
2024-09-04,guanajuato,2416,83,61,5
2024-09-04,veracruz,2265,78,52,8
2024-09-04,campeche,489,14,12,0
2024-09-04,tabasco,1288,34,27,5
2024-09-04,baja california sur,329,10,3,0
2024-09-04,sonora,1404,50,29,3
2024-09-05,tlaxcala,466,15,8,1
2024-09-05,michoacán,2109,52,32,4
2024-09-05,yucatán,2585,82,66,9
2024-09-05,guerrero,990,23,16,3
2024-09-05,tamaulipas,1928,59,45,4
2024-09-05,san luis potosí,1098,40,16,2
2024-09-05,sinaloa,2179,69,41,5
2024-09-05,zacatecas,682,16,14,2
2024-09-05,morelos,1693,38,33,7
2024-09-05,coahuila,2316,217,189,3
2024-09-05,jalisco,9434,294,189,23
2024-09-05,aguascalientes,843,30,7,0
2024-09-05,nuevo león,8398,258,143,12
2024-09-05,chihuahua,2019,62,42,3
2024-09-05,quintana roo,2485,72,47,6
2024-09-05,méxico,10884,473,390,40
2024-09-05,puebla,3034,68,46,2
2024-09-05,hidalgo,1119,27,24,1
2024-09-05,querétaro,2452,78,46,7
2024-09-05,oaxaca,551,11,8,2
2024-09-05,nayarit,368,12,8,1
2024-09-05,durango,519,16,16,4
2024-09-05,colima,485,11,7,0
2024-09-05,baja california,2278,77,37,4
2024-09-05,mexico city,23270,1069,811,69
2024-09-05,chiapas,914,28,21,1
2024-09-05,guanajuato,3492,97,59,5
2024-09-05,veracruz,3426,111,66,2
2024-09-05,campeche,748,20,11,1
2024-09-05,tabasco,1627,46,27,2
2024-09-05,baja california sur,506,17,9,0
