time,location,Y
2022-03-24,guerrero,0.0
2022-03-24,hidalgo,0.0
2022-03-24,jalisco,0.0
2022-03-24,mexico,0.0
2022-03-24,michoacan de ocampo,0.0
2022-03-24,morelos,0.0
2022-03-24,nayarit,0.0
2022-03-24,nuevo leon,0.0
2022-03-24,oaxaca,0.0
2022-03-24,puebla,0.0
2022-03-24,queretaro,0.0
2022-03-24,quintana roo,0.0
2022-03-24,san luis potosi,0.0
2022-03-24,sinaloa,0.0
2022-03-24,sonora,0.0
2022-03-24,tabasco,0.0
2022-03-24,tamaulipas,0.0
2022-03-24,tijuana,0.0
2022-03-24,tlaxcala,0.0
2022-03-24,veracruz,0.0
2022-03-24,yucatan,0.0
2022-03-24,zacatecas,0.0
2022-03-24,(en blanco),0.0
2022-03-24,no vis,0.0
2022-03-25,aguascalientes,0.0
2022-03-25,baja california,0.0
2022-03-25,baja california sur,0.0
2022-03-25,campeche,0.0
2022-03-25,chiapas,0.0
2022-03-25,chihuahua,0.0
2022-03-25,coahuila de zaragoza,0.0
2022-03-25,colima,0.0
2022-03-25,distrito federal,0.0
2022-03-25,durango,0.0
2022-03-25,guanajuato,0.0
2022-03-25,guerrero,0.0
2022-03-25,hidalgo,0.0
2022-03-25,jalisco,0.0
2022-03-25,mexico,0.0
2022-03-25,michoacan de ocampo,0.0
2022-03-25,morelos,0.0
2022-03-25,nayarit,0.0
2022-03-25,nuevo leon,0.0
2022-03-25,oaxaca,0.0
2022-03-25,puebla,0.0
2022-03-25,queretaro,0.0
2022-03-25,quintana roo,0.0
2022-03-25,san luis potosi,0.0
2022-03-25,sinaloa,0.0
2022-03-25,sonora,0.0
2022-03-25,tabasco,0.0
2022-03-25,tamaulipas,0.0
2022-03-25,tijuana,0.0
2022-03-25,tlaxcala,0.0
2022-03-25,veracruz,0.0
2022-03-25,yucatan,0.0
2022-03-25,zacatecas,0.0
2022-03-25,(en blanco),0.0
2022-03-25,no vis,0.0
2022-03-26,aguascalientes,0.0
2022-03-26,baja california,0.0
2022-03-26,baja california sur,0.0
2022-03-26,campeche,0.0
2022-03-26,chiapas,0.0
2022-03-26,chihuahua,0.0
2022-03-26,coahuila de zaragoza,0.0
2022-03-26,colima,0.0
2022-03-26,distrito federal,0.0
2022-03-26,durango,0.0
2022-03-26,guanajuato,0.0
2022-03-26,guerrero,0.0
2022-03-26,hidalgo,0.0
2022-03-26,jalisco,0.0
2022-03-26,mexico,0.0
2022-03-26,michoacan de ocampo,0.0
2022-03-26,morelos,0.0
2022-03-26,nayarit,0.0
2022-03-26,nuevo leon,0.0
2022-03-26,oaxaca,0.0
2022-03-26,puebla,0.0
2022-03-26,queretaro,0.0
2022-03-26,quintana roo,0.0
2022-03-26,san luis potosi,0.0
2022-03-26,sinaloa,0.0
2022-03-26,sonora,0.0
2022-03-26,tabasco,0.0
2022-03-26,tamaulipas,0.0
2022-03-26,tijuana,0.0
2022-03-26,tlaxcala,0.0
2022-03-26,veracruz,0.0
2022-03-26,yucatan,0.0
2022-03-26,zacatecas,0.0
2022-03-26,(en blanco),0.0
2022-03-26,no vis,0.0
2022-03-27,aguascalientes,0.0
2022-03-27,baja california,0.0
2022-03-27,baja california sur,0.0
2022-03-27,campeche,0.0
2022-03-27,chiapas,0.0
2022-03-27,chihuahua,0.0
2022-03-27,coahuila de zaragoza,0.0
2022-03-27,colima,0.0
2022-03-27,distrito federal,0.0
2022-03-27,durango,0.0
2022-03-27,guanajuato,0.0
2022-03-27,guerrero,0.0
2022-03-27,hidalgo,0.0
2022-03-27,jalisco,0.0
2022-03-27,mexico,0.0
2022-03-27,michoacan de ocampo,0.0
2022-03-27,morelos,0.0
2022-03-27,nayarit,0.0
2022-03-27,nuevo leon,0.0
2022-03-27,oaxaca,0.0
2022-03-27,puebla,0.0
2022-03-27,queretaro,0.0
2022-03-27,quintana roo,0.0
2022-03-27,san luis potosi,0.0
2022-03-27,sinaloa,0.0
2022-03-27,sonora,0.0
2022-03-27,tabasco,0.0
2022-03-27,tamaulipas,0.0
2022-03-27,tijuana,0.0
2022-03-27,tlaxcala,0.0
2022-03-27,veracruz,0.0
2022-03-27,yucatan,0.0
2022-03-27,zacatecas,0.0
2022-03-27,(en blanco),0.0
2022-03-27,no vis,0.0
2022-03-28,aguascalientes,0.0
2022-03-28,baja california,0.0
2022-03-28,baja california sur,0.0
2022-03-28,campeche,0.0
2022-03-28,chiapas,0.0
2022-03-28,chihuahua,0.0
2022-03-28,coahuila de zaragoza,0.0
2022-03-28,colima,0.0
2022-03-28,distrito federal,0.0
2022-03-28,durango,0.0
2022-03-28,guanajuato,0.0
2022-03-28,guerrero,0.0
2022-03-28,hidalgo,0.0
2022-03-28,jalisco,0.0
2022-03-28,mexico,0.0
2022-03-28,michoacan de ocampo,0.0
2022-03-28,morelos,0.0
2022-03-28,nayarit,0.0
2022-03-28,nuevo leon,0.0
2022-03-28,oaxaca,0.0
2022-03-28,puebla,0.0
2022-03-28,queretaro,0.0
2022-03-28,quintana roo,0.0
2022-03-28,san luis potosi,0.0
2022-03-28,sinaloa,0.0
2022-03-28,sonora,0.0
2022-03-28,tabasco,0.0
2022-03-28,tamaulipas,0.0
2022-03-28,tijuana,0.0
2022-03-28,tlaxcala,0.0
2022-03-28,veracruz,0.0
2022-03-28,yucatan,0.0
2022-03-28,zacatecas,0.0
2022-03-28,(en blanco),0.0
2022-03-28,no vis,0.0
2022-03-29,aguascalientes,0.0
2022-03-29,baja california,0.0
2022-03-29,baja california sur,0.0
2022-03-29,campeche,0.0
2022-03-29,chiapas,0.0
2022-03-29,chihuahua,0.0
2022-03-29,coahuila de zaragoza,0.0
2022-03-29,colima,0.0
2022-03-29,distrito federal,0.0
2022-03-29,durango,0.0
2022-03-29,guanajuato,0.0
2022-03-29,guerrero,0.0
2022-03-29,hidalgo,0.0
2022-03-29,jalisco,0.0
2022-03-29,mexico,0.0
2022-03-29,michoacan de ocampo,0.0
2022-03-29,morelos,0.0
2022-03-29,nayarit,0.0
2022-03-29,nuevo leon,0.0
2022-03-29,oaxaca,0.0
2022-03-29,puebla,0.0
2022-03-29,queretaro,0.0
2022-03-29,quintana roo,0.0
2022-03-29,san luis potosi,0.0
2022-03-29,sinaloa,0.0
2022-03-29,sonora,0.0
2022-03-29,tabasco,0.0
2022-03-29,tamaulipas,0.0
2022-03-29,tijuana,0.0
2022-03-29,tlaxcala,0.0
2022-03-29,veracruz,0.0
2022-03-29,yucatan,0.0
2022-03-29,zacatecas,0.0
2022-03-29,(en blanco),0.0
2022-03-29,no vis,0.0
2022-03-30,aguascalientes,0.0
2022-03-30,baja california,0.0
2022-03-30,baja california sur,0.0
2022-03-30,campeche,0.0
2022-03-30,chiapas,0.0
2022-03-30,chihuahua,0.0
2022-03-30,coahuila de zaragoza,0.0
2022-03-30,colima,0.0
2022-03-30,distrito federal,0.0
2022-03-30,durango,0.0
2022-03-30,guanajuato,0.0
2022-03-30,guerrero,0.0
2022-03-30,hidalgo,0.0
2022-03-30,jalisco,0.0
2022-03-30,mexico,0.0
2022-03-30,michoacan de ocampo,0.0
2022-03-30,morelos,0.0
2022-03-30,nayarit,0.0
2022-03-30,nuevo leon,0.0
2022-03-30,oaxaca,0.0
2022-03-30,puebla,0.0
2022-03-30,queretaro,0.0
2022-03-30,quintana roo,0.0
2022-03-30,san luis potosi,0.0
2022-03-30,sinaloa,0.0
2022-03-30,sonora,0.0
2022-03-30,tabasco,0.0
2022-03-30,tamaulipas,0.0
2022-03-30,tijuana,0.0
2022-03-30,tlaxcala,0.0
2022-03-30,veracruz,0.0
2022-03-30,yucatan,0.0
2022-03-30,zacatecas,0.0
2022-03-30,(en blanco),0.0
2022-03-30,no vis,0.0
2022-03-31,aguascalientes,0.0
2022-03-31,baja california,0.0
2022-03-31,baja california sur,0.0
2022-03-31,campeche,0.0
2022-03-31,chiapas,0.0
2022-03-31,chihuahua,0.0
2022-03-31,coahuila de zaragoza,0.0
2022-03-31,colima,0.0
2022-03-31,distrito federal,0.0
2022-03-31,durango,0.0
2022-03-31,guanajuato,0.0
2022-03-31,guerrero,0.0
2022-03-31,hidalgo,0.0
2022-03-31,jalisco,0.0
2022-03-31,mexico,0.0
2022-03-31,michoacan de ocampo,0.0
2022-03-31,morelos,0.0
2022-03-31,nayarit,0.0
2022-03-31,nuevo leon,0.0
2022-03-31,oaxaca,0.0
2022-03-31,puebla,0.0
2022-03-31,queretaro,0.0
2022-03-31,quintana roo,0.0
2022-03-31,san luis potosi,0.0
2022-03-31,sinaloa,0.0
2022-03-31,sonora,0.0
2022-03-31,tabasco,0.0
2022-03-31,tamaulipas,0.0
2022-03-31,tijuana,0.0
2022-03-31,tlaxcala,0.0
2022-03-31,veracruz,0.0
2022-03-31,yucatan,0.0
2022-03-31,zacatecas,0.0
2022-03-31,(en blanco),0.0
2022-03-31,no vis,0.0
2022-04-01,aguascalientes,1.8571428571428572
2022-04-01,baja california,2.106060606060606
2022-04-01,baja california sur,1.434782608695652
2022-04-01,campeche,1.7272727272727273
2022-04-01,chiapas,1.9545454545454546
2022-04-01,chihuahua,1.8
2022-04-01,coahuila de zaragoza,1.8888888888888888
2022-04-01,colima,1.3333333333333333
2022-04-01,distrito federal,6.194331983805668
2022-04-01,durango,1.6666666666666667
2022-04-01,guanajuato,2.401015228426396
2022-04-01,guerrero,3.375
2022-04-01,hidalgo,3.2666666666666666
2022-04-01,jalisco,2.171171171171171
2022-04-01,mexico,4.549763033175355
2022-04-01,michoacan de ocampo,2.3454545454545452
2022-04-01,morelos,3.978723404255319
2022-04-01,nayarit,1.8823529411764706
2022-04-01,nuevo leon,1.6891891891891893
2022-04-01,oaxaca,3.2448979591836733
2022-04-01,puebla,2.3461538461538463
2022-04-01,queretaro,3.234375
2022-04-01,quintana roo,2.020618556701031
2022-04-01,san luis potosi,2.696969696969697
2022-04-01,sinaloa,1.474074074074074
2022-04-01,sonora,2.0
2022-04-01,tabasco,2.019607843137255
2022-04-01,tamaulipas,1.75
2022-04-01,tijuana,0.0
2022-04-01,tlaxcala,3.066666666666667
2022-04-01,veracruz,2.1196581196581197
2022-04-01,yucatan,2.2905982905982905
2022-04-01,zacatecas,2.25
2022-04-01,(en blanco),224.0
2022-04-01,no vis,0.0
2022-04-02,aguascalientes,0.0
2022-04-02,baja california,0.0
2022-04-02,baja california sur,0.0
2022-04-02,campeche,0.0
2022-04-02,chiapas,0.0
2022-04-02,chihuahua,0.0
2022-04-02,coahuila de zaragoza,0.0
2022-04-02,colima,0.0
2022-04-02,distrito federal,0.0
2022-04-02,durango,0.0
2022-04-02,guanajuato,0.0
2022-04-02,guerrero,0.0
2022-04-02,hidalgo,0.0
2022-04-02,jalisco,0.0
2022-04-02,mexico,0.0
2022-04-02,michoacan de ocampo,0.0
2022-04-02,morelos,0.0
2022-04-02,nayarit,0.0
2022-04-02,nuevo leon,0.0
2022-04-02,oaxaca,0.0
2022-04-02,puebla,0.0
2022-04-02,queretaro,0.0
2022-04-02,quintana roo,0.0
2022-04-02,san luis potosi,0.0
2022-04-02,sinaloa,0.0
2022-04-02,sonora,0.0
2022-04-02,tabasco,0.0
2022-04-02,tamaulipas,0.0
2022-04-02,tijuana,0.0
2022-04-02,tlaxcala,0.0
2022-04-02,veracruz,0.0
2022-04-02,yucatan,0.0
2022-04-02,zacatecas,0.0
2022-04-02,(en blanco),0.0
2022-04-02,no vis,0.0
2022-04-03,aguascalientes,0.0
2022-04-03,baja california,0.0
2022-04-03,baja california sur,0.0
2022-04-03,campeche,0.0
2022-04-03,chiapas,0.0
2022-04-03,chihuahua,0.0
2022-04-03,coahuila de zaragoza,0.0
2022-04-03,colima,0.0
2022-04-03,distrito federal,0.0
2022-04-03,durango,0.0
2022-04-03,guanajuato,0.0
2022-04-03,guerrero,0.0
2022-04-03,hidalgo,0.0
2022-04-03,jalisco,0.0
2022-04-03,mexico,0.0
2022-04-03,michoacan de ocampo,0.0
2022-04-03,morelos,0.0
2022-04-03,nayarit,0.0
2022-04-03,nuevo leon,0.0
2022-04-03,oaxaca,0.0
2022-04-03,puebla,0.0
2022-04-03,queretaro,0.0
2022-04-03,quintana roo,0.0
2022-04-03,san luis potosi,0.0
2022-04-03,sinaloa,0.0
2022-04-03,sonora,0.0
2022-04-03,tabasco,0.0
2022-04-03,tamaulipas,0.0
2022-04-03,tijuana,0.0
2022-04-03,tlaxcala,0.0
2022-04-03,veracruz,0.0
2022-04-03,yucatan,0.0
2022-04-03,zacatecas,0.0
2022-04-03,(en blanco),0.0
2022-04-03,no vis,0.0
2022-04-04,aguascalientes,0.0
2022-04-04,baja california,0.0
2022-04-04,baja california sur,0.0
2022-04-04,campeche,0.0
2022-04-04,chiapas,0.0
2022-04-04,chihuahua,0.0
2022-04-04,coahuila de zaragoza,0.0
2022-04-04,colima,0.0
2022-04-04,distrito federal,0.0
2022-04-04,durango,0.0
2022-04-04,guanajuato,0.0
2022-04-04,guerrero,0.0
2022-04-04,hidalgo,0.0
2022-04-04,jalisco,0.0
2022-04-04,mexico,0.0
2022-04-04,michoacan de ocampo,0.0
2022-04-04,morelos,0.0
2022-04-04,nayarit,0.0
2022-04-04,nuevo leon,0.0
2022-04-04,oaxaca,0.0
2022-04-04,puebla,0.0
2022-04-04,queretaro,0.0
2022-04-04,quintana roo,0.0
2022-04-04,san luis potosi,0.0
2022-04-04,sinaloa,0.0
2022-04-04,sonora,0.0
2022-04-04,tabasco,0.0
2022-04-04,tamaulipas,0.0
2022-04-04,tijuana,0.0
2022-04-04,tlaxcala,0.0
2022-04-04,veracruz,0.0
2022-04-04,yucatan,0.0
2022-04-04,zacatecas,0.0
2022-04-04,(en blanco),0.0
2022-04-04,no vis,0.0
2022-04-05,aguascalientes,0.0
2022-04-05,baja california,0.0
2022-04-05,baja california sur,0.0
2022-04-05,campeche,0.0
2022-04-05,chiapas,0.0
2022-04-05,chihuahua,0.0
2022-04-05,coahuila de zaragoza,0.0
2022-04-05,colima,0.0
2022-04-05,distrito federal,0.0
2022-04-05,durango,0.0
2022-04-05,guanajuato,0.0
2022-04-05,guerrero,0.0
2022-04-05,hidalgo,0.0
2022-04-05,jalisco,0.0
2022-04-05,mexico,0.0
2022-04-05,michoacan de ocampo,0.0
2022-04-05,morelos,0.0
2022-04-05,nayarit,0.0
2022-04-05,nuevo leon,0.0
2022-04-05,oaxaca,0.0
2022-04-05,puebla,0.0
2022-04-05,queretaro,0.0
2022-04-05,quintana roo,0.0
2022-04-05,san luis potosi,0.0
2022-04-05,sinaloa,0.0
2022-04-05,sonora,0.0
2022-04-05,tabasco,0.0
2022-04-05,tamaulipas,0.0
2022-04-05,tijuana,0.0
2022-04-05,tlaxcala,0.0
2022-04-05,veracruz,0.0
2022-04-05,yucatan,0.0
2022-04-05,zacatecas,0.0
2022-04-05,(en blanco),0.0
2022-04-05,no vis,0.0
2022-04-06,aguascalientes,0.0
2022-04-06,baja california,0.0
2022-04-06,baja california sur,0.0
2022-04-06,campeche,0.0
2022-04-06,chiapas,0.0
2022-04-06,chihuahua,0.0
2022-04-06,coahuila de zaragoza,0.0
2022-04-06,colima,0.0
2022-04-06,distrito federal,0.0
2022-04-06,durango,0.0
2022-04-06,guanajuato,0.0
2022-04-06,guerrero,0.0
2022-04-06,hidalgo,0.0
2022-04-06,jalisco,0.0
2022-04-06,mexico,0.0
2022-04-06,michoacan de ocampo,0.0
2022-04-06,morelos,0.0
2022-04-06,nayarit,0.0
2022-04-06,nuevo leon,0.0
2022-04-06,oaxaca,0.0
2022-04-06,puebla,0.0
2022-04-06,queretaro,0.0
2022-04-06,quintana roo,0.0
2022-04-06,san luis potosi,0.0
2022-04-06,sinaloa,0.0
2022-04-06,sonora,0.0
2022-04-06,tabasco,0.0
2022-04-06,tamaulipas,0.0
2022-04-06,tijuana,0.0
2022-04-06,tlaxcala,0.0
2022-04-06,veracruz,0.0
2022-04-06,yucatan,0.0
2022-04-06,zacatecas,0.0
2022-04-06,(en blanco),0.0
2022-04-06,no vis,0.0
2022-04-07,aguascalientes,0.0
2022-04-07,baja california,0.0
2022-04-07,baja california sur,0.0
2022-04-07,campeche,0.0
2022-04-07,chiapas,0.0
2022-04-07,chihuahua,0.0
2022-04-07,coahuila de zaragoza,0.0
2022-04-07,colima,0.0
2022-04-07,distrito federal,0.0
2022-04-07,durango,0.0
2022-04-07,guanajuato,0.0
2022-04-07,guerrero,0.0
2022-04-07,hidalgo,0.0
2022-04-07,jalisco,0.0
2022-04-07,mexico,0.0
2022-04-07,michoacan de ocampo,0.0
2022-04-07,morelos,0.0
2022-04-07,nayarit,0.0
2022-04-07,nuevo leon,0.0
2022-04-07,oaxaca,0.0
2022-04-07,puebla,0.0
2022-04-07,queretaro,0.0
2022-04-07,quintana roo,0.0
2022-04-07,san luis potosi,0.0
2022-04-07,sinaloa,0.0
2022-04-07,sonora,0.0
2022-04-07,tabasco,0.0
2022-04-07,tamaulipas,0.0
2022-04-07,tijuana,0.0
2022-04-07,tlaxcala,0.0
2022-04-07,veracruz,0.0
2022-04-07,yucatan,0.0
2022-04-07,zacatecas,0.0
2022-04-07,(en blanco),0.0
2022-04-07,no vis,0.0
2022-04-08,aguascalientes,0.0
2022-04-08,baja california,0.0
2022-04-08,baja california sur,0.0
2022-04-08,campeche,0.0
2022-04-08,chiapas,0.0
2022-04-08,chihuahua,0.0
2022-04-08,coahuila de zaragoza,0.0
2022-04-08,colima,0.0
2022-04-08,distrito federal,0.0
2022-04-08,durango,0.0
2022-04-08,guanajuato,0.0
2022-04-08,guerrero,0.0
2022-04-08,hidalgo,0.0
2022-04-08,jalisco,0.0
2022-04-08,mexico,0.0
2022-04-08,michoacan de ocampo,0.0
2022-04-08,morelos,0.0
2022-04-08,nayarit,0.0
2022-04-08,nuevo leon,0.0
2022-04-08,oaxaca,0.0
2022-04-08,puebla,0.0
2022-04-08,queretaro,0.0
2022-04-08,quintana roo,0.0
2022-04-08,san luis potosi,0.0
2022-04-08,sinaloa,0.0
2022-04-08,sonora,0.0
2022-04-08,tabasco,0.0
2022-04-08,tamaulipas,0.0
2022-04-08,tijuana,0.0
2022-04-08,tlaxcala,0.0
2022-04-08,veracruz,0.0
2022-04-08,yucatan,0.0
2022-04-08,zacatecas,0.0
2022-04-08,(en blanco),0.0
2022-04-08,no vis,0.0
2022-04-09,aguascalientes,0.0
2022-04-09,baja california,0.0
2022-04-09,baja california sur,0.0
2022-04-09,campeche,0.0
2022-04-09,chiapas,0.0
2022-04-09,chihuahua,0.0
2022-04-09,coahuila de zaragoza,0.0
2022-04-09,colima,0.0
2022-04-09,distrito federal,0.0
2022-04-09,durango,0.0
2022-04-09,guanajuato,0.0
2022-04-09,guerrero,0.0
2022-04-09,hidalgo,0.0
2022-04-09,jalisco,0.0
2022-04-09,mexico,0.0
2022-04-09,michoacan de ocampo,0.0
2022-04-09,morelos,0.0
2022-04-09,nayarit,0.0
2022-04-09,nuevo leon,0.0
2022-04-09,oaxaca,0.0
2022-04-09,puebla,0.0
2022-04-09,queretaro,0.0
2022-04-09,quintana roo,0.0
2022-04-09,san luis potosi,0.0
2022-04-09,sinaloa,0.0
2022-04-09,sonora,0.0
2022-04-09,tabasco,0.0
2022-04-09,tamaulipas,0.0
2022-04-09,tijuana,0.0
2022-04-09,tlaxcala,0.0
2022-04-09,veracruz,0.0
2022-04-09,yucatan,0.0
2022-04-09,zacatecas,0.0
2022-04-09,(en blanco),0.0
2022-04-09,no vis,0.0
2022-04-10,aguascalientes,0.0
2022-04-10,baja california,0.0
2022-04-10,baja california sur,0.0
2022-04-10,campeche,0.0
2022-04-10,chiapas,0.0
2022-04-10,chihuahua,0.0
2022-04-10,coahuila de zaragoza,0.0
2022-04-10,colima,0.0
2022-04-10,distrito federal,0.0
2022-04-10,durango,0.0
2022-04-10,guanajuato,0.0
2022-04-10,guerrero,0.0
2022-04-10,hidalgo,0.0
2022-04-10,jalisco,0.0
2022-04-10,mexico,0.0
2022-04-10,michoacan de ocampo,0.0
2022-04-10,morelos,0.0
2022-04-10,nayarit,0.0
2022-04-10,nuevo leon,0.0
2022-04-10,oaxaca,0.0
2022-04-10,puebla,0.0
2022-04-10,queretaro,0.0
2022-04-10,quintana roo,0.0
2022-04-10,san luis potosi,0.0
2022-04-10,sinaloa,0.0
2022-04-10,sonora,0.0
2022-04-10,tabasco,0.0
2022-04-10,tamaulipas,0.0
2022-04-10,tijuana,0.0
2022-04-10,tlaxcala,0.0
2022-04-10,veracruz,0.0
2022-04-10,yucatan,0.0
2022-04-10,zacatecas,0.0
2022-04-10,(en blanco),0.0
2022-04-10,no vis,0.0
2022-04-11,aguascalientes,0.0
2022-04-11,baja california,0.0
2022-04-11,baja california sur,0.0
2022-04-11,campeche,0.0
2022-04-11,chiapas,0.0
2022-04-11,chihuahua,0.0
2022-04-11,coahuila de zaragoza,0.0
2022-04-11,colima,0.0
2022-04-11,distrito federal,0.0
2022-04-11,durango,0.0
2022-04-11,guanajuato,0.0
2022-04-11,guerrero,0.0
2022-04-11,hidalgo,0.0
2022-04-11,jalisco,0.0
2022-04-11,mexico,0.0
2022-04-11,michoacan de ocampo,0.0
2022-04-11,morelos,0.0
2022-04-11,nayarit,0.0
2022-04-11,nuevo leon,0.0
2022-04-11,oaxaca,0.0
2022-04-11,puebla,0.0
2022-04-11,queretaro,0.0
2022-04-11,quintana roo,0.0
2022-04-11,san luis potosi,0.0
2022-04-11,sinaloa,0.0
2022-04-11,sonora,0.0
2022-04-11,tabasco,0.0
2022-04-11,tamaulipas,0.0
2022-04-11,tijuana,0.0
2022-04-11,tlaxcala,0.0
2022-04-11,veracruz,0.0
2022-04-11,yucatan,0.0
2022-04-11,zacatecas,0.0
2022-04-11,(en blanco),0.0
2022-04-11,no vis,0.0
2022-04-12,aguascalientes,0.0
2022-04-12,baja california,0.0
2022-04-12,baja california sur,0.0
2022-04-12,campeche,0.0
2022-04-12,chiapas,0.0
2022-04-12,chihuahua,0.0
2022-04-12,coahuila de zaragoza,0.0
2022-04-12,colima,0.0
2022-04-12,distrito federal,0.0
2022-04-12,durango,0.0
2022-04-12,guanajuato,0.0
2022-04-12,guerrero,0.0
2022-04-12,hidalgo,0.0
2022-04-12,jalisco,0.0
2022-04-12,mexico,0.0
2022-04-12,michoacan de ocampo,0.0
2022-04-12,morelos,0.0
2022-04-12,nayarit,0.0
2022-04-12,nuevo leon,0.0
2022-04-12,oaxaca,0.0
2022-04-12,puebla,0.0
2022-04-12,queretaro,0.0
2022-04-12,quintana roo,0.0
2022-04-12,san luis potosi,0.0
2022-04-12,sinaloa,0.0
2022-04-12,sonora,0.0
2022-04-12,tabasco,0.0
2022-04-12,tamaulipas,0.0
2022-04-12,tijuana,0.0
2022-04-12,tlaxcala,0.0
2022-04-12,veracruz,0.0
2022-04-12,yucatan,0.0
2022-04-12,zacatecas,0.0
2022-04-12,(en blanco),0.0
2022-04-12,no vis,0.0
2022-04-13,aguascalientes,0.0
2022-04-13,baja california,0.0
2022-04-13,baja california sur,0.0
2022-04-13,campeche,0.0
2022-04-13,chiapas,0.0
2022-04-13,chihuahua,0.0
2022-04-13,coahuila de zaragoza,0.0
2022-04-13,colima,0.0
2022-04-13,distrito federal,0.0
2022-04-13,durango,0.0
2022-04-13,guanajuato,0.0
2022-04-13,guerrero,0.0
2022-04-13,hidalgo,0.0
2022-04-13,jalisco,0.0
2022-04-13,mexico,0.0
2022-04-13,michoacan de ocampo,0.0
2022-04-13,morelos,0.0
2022-04-13,nayarit,0.0
2022-04-13,nuevo leon,0.0
2022-04-13,oaxaca,0.0
2022-04-13,puebla,0.0
2022-04-13,queretaro,0.0
2022-04-13,quintana roo,0.0
2022-04-13,san luis potosi,0.0
2022-04-13,sinaloa,0.0
2022-04-13,sonora,0.0
2022-04-13,tabasco,0.0
2022-04-13,tamaulipas,0.0
2022-04-13,tijuana,0.0
2022-04-13,tlaxcala,0.0
2022-04-13,veracruz,0.0
2022-04-13,yucatan,0.0
2022-04-13,zacatecas,0.0
2022-04-13,(en blanco),0.0
2022-04-13,no vis,0.0
2022-04-14,aguascalientes,0.0
2022-04-14,baja california,0.0
2022-04-14,baja california sur,0.0
2022-04-14,campeche,0.0
2022-04-14,chiapas,0.0
2022-04-14,chihuahua,0.0
2022-04-14,coahuila de zaragoza,0.0
2022-04-14,colima,0.0
2022-04-14,distrito federal,0.0
2022-04-14,durango,0.0
2022-04-14,guanajuato,0.0
2022-04-14,guerrero,0.0
2022-04-14,hidalgo,0.0
2022-04-14,jalisco,0.0
2022-04-14,mexico,0.0
2022-04-14,michoacan de ocampo,0.0
2022-04-14,morelos,0.0
2022-04-14,nayarit,0.0
2022-04-14,nuevo leon,0.0
2022-04-14,oaxaca,0.0
2022-04-14,puebla,0.0
2022-04-14,queretaro,0.0
2022-04-14,quintana roo,0.0
2022-04-14,san luis potosi,0.0
2022-04-14,sinaloa,0.0
2022-04-14,sonora,0.0
2022-04-14,tabasco,0.0
2022-04-14,tamaulipas,0.0
2022-04-14,tijuana,0.0
2022-04-14,tlaxcala,0.0
2022-04-14,veracruz,0.0
2022-04-14,yucatan,0.0
2022-04-14,zacatecas,0.0
2022-04-14,(en blanco),0.0
2022-04-14,no vis,0.0
2022-04-15,aguascalientes,0.0
2022-04-15,baja california,0.0
2022-04-15,baja california sur,0.0
2022-04-15,campeche,0.0
2022-04-15,chiapas,0.0
2022-04-15,chihuahua,0.0
2022-04-15,coahuila de zaragoza,0.0
2022-04-15,colima,0.0
2022-04-15,distrito federal,0.0
2022-04-15,durango,0.0
2022-04-15,guanajuato,0.0
2022-04-15,guerrero,0.0
2022-04-15,hidalgo,0.0
2022-04-15,jalisco,0.0
2022-04-15,mexico,0.0
2022-04-15,michoacan de ocampo,0.0
2022-04-15,morelos,0.0
2022-04-15,nayarit,0.0
2022-04-15,nuevo leon,0.0
2022-04-15,oaxaca,0.0
2022-04-15,puebla,0.0
2022-04-15,queretaro,0.0
2022-04-15,quintana roo,0.0
2022-04-15,san luis potosi,0.0
2022-04-15,sinaloa,0.0
2022-04-15,sonora,0.0
2022-04-15,tabasco,0.0
2022-04-15,tamaulipas,0.0
2022-04-15,tijuana,0.0
2022-04-15,tlaxcala,0.0
2022-04-15,veracruz,0.0
2022-04-15,yucatan,0.0
2022-04-15,zacatecas,0.0
2022-04-15,(en blanco),0.0
2022-04-15,no vis,0.0
2022-04-16,aguascalientes,0.0
2022-04-16,baja california,0.0
2022-04-16,baja california sur,0.0
2022-04-16,campeche,0.0
2022-04-16,chiapas,0.0
2022-04-16,chihuahua,0.0
2022-04-16,coahuila de zaragoza,0.0
2022-04-16,colima,0.0
2022-04-16,distrito federal,0.0
2022-04-16,durango,0.0
2022-04-16,guanajuato,0.0
2022-04-16,guerrero,0.0
2022-04-16,hidalgo,0.0
2022-04-16,jalisco,0.0
2022-04-16,mexico,0.0
2022-04-16,michoacan de ocampo,0.0
2022-04-16,morelos,0.0
2022-04-16,nayarit,0.0
2022-04-16,nuevo leon,0.0
2022-04-16,oaxaca,0.0
2022-04-16,puebla,0.0
2022-04-16,queretaro,0.0
2022-04-16,quintana roo,0.0
2022-04-16,san luis potosi,0.0
2022-04-16,sinaloa,0.0
2022-04-16,sonora,0.0
2022-04-16,tabasco,0.0
2022-04-16,tamaulipas,0.0
2022-04-16,tijuana,0.0
2022-04-16,tlaxcala,0.0
2022-04-16,veracruz,0.0
2022-04-16,yucatan,0.0
2022-04-16,zacatecas,0.0
2022-04-16,(en blanco),0.0
2022-04-16,no vis,0.0
2022-04-17,aguascalientes,0.0
2022-04-17,baja california,0.0
2022-04-17,baja california sur,0.0
2022-04-17,campeche,0.0
2022-04-17,chiapas,0.0
2022-04-17,chihuahua,0.0
2022-04-17,coahuila de zaragoza,0.0
2022-04-17,colima,0.0
